Country,Year,GDP
Papua New Guinea,2008,14250726289.854
Poland,2008,479321460551.189
Pre-demographic dividend,2008,1014764538526.14
Puerto Rico,2008,98381300000.0
Portugal,2008,238303443425.21
Paraguay,2008,27215968615.5548
West Bank and Gaza,2008,8913100000.0
Pacific island small states,2008,6416533300.58371
Post-demographic dividend,2008,42467873172178.4
Qatar,2008,125122306346.154
Romania,2008,166225180150.414
Russian Federation,2008,1524917468442.6
Rwanda,2008,5783152633.48246
South Asia,2008,2061059873650.14
Saudi Arabia,2008,528207200000.0
Sudan,2008,65634109236.7736
Senegal,2008,16215069255.5479
Singapore,2008,239809387605.427
Solomon Islands,2008,681151189.956511
Sierra Leone,2008,2578026297.15912
El Salvador,2008,18447920000.0
San Marino,2008,2139072847.68212
Serbia,2008,41819468691.8251
Sub-Saharan Africa (excluding high income),2008,1368765589172.04
South Sudan,2008,15727363443.0995
Sub-Saharan Africa,2008,1369735391918.67
Small states,2008,394373376444.373
Sao Tome and Principe,2008,197454052.146072
Suriname,2008,4368398047.64333
Slovak Republic,2008,89501012915.7314
Slovenia,2008,48013606745.4803
Sweden,2008,488909078695.423
Eswatini,2008,4438778424.30203
Seychelles,2008,969936525.298729
Chad,2008,10657705536.4978
East Asia & Pacific (IDA & IBRD countries),2008,7853669415319.31
Europe & Central Asia (IDA & IBRD countries),2008,3638996448763.09
Togo,2008,3426022205.75557
Thailand,2008,341105009515.333
Tajikistan,2008,5642178579.58438
Turkmenistan,2008,22583157894.7368
Latin America & the Caribbean (IDA & IBRD countries),2008,5152618467568.42
Timor-Leste,2008,3998961313.73619
Middle East & North Africa (IDA & IBRD countries),2008,1374752649658.54
Tonga,2008,369485198.817979
South Asia (IDA & IBRD),2008,2061059873650.14
Sub-Saharan Africa (IDA & IBRD countries),2008,1369735391918.67
Trinidad and Tobago,2008,22157948396.2042
Tunisia,2008,44050929160.2627
Turkey,2008,771901768870.083
Tuvalu,2008,31824701.2779469
Tanzania,2008,32014249841.4151
Uganda,2008,20186496527.1256
Ukraine,2008,136013155905.036
Upper middle income,2008,15856641374556.9
Uruguay,2008,40284481651.9021
United States,2008,14992052727000.0
Uzbekistan,2008,39332770928.9426
St. Vincent and the Grenadines,2008,681225962.962963
"Venezuela, RB",2008,393192354510.653
Virgin Islands (U.S.),2008,4339000000.0
Vietnam,2008,115931749697.241
Vanuatu,2008,700804286.224354
World,2008,66036932045341.4
Samoa,2008,643046733.391126
Kosovo,2008,5830463576.15894
"Yemen, Rep.",2008,30906749533.221
South Africa,2008,375348316917.75
Zambia,2008,20265556273.582
Zimbabwe,2008,12041655200.0
Aruba,2009,2472880828.36298
Afghanistan,2009,15924179997.7914
Angola,2009,86708999523.6243
Albania,2009,12230542524.082
Andorra,2009,3199771534.45741
Arab World,2009,2186638091231.57
United Arab Emirates,2009,309870388019.061
Argentina,2009,449061807872.401
Armenia,2009,9695518329.76298
American Samoa,2009,577691629.955947
Antigua and Barbuda,2009,1128507777.84862
Australia,2009,1174364700089.06
Austria,2009,403346978477.779
Azerbaijan,2009,52070545110.5105
Burundi,2009,2114083183.17763
Belgium,2009,492243705517.819
Benin,2009,7176751732.08258
Burkina Faso,2009,9575057057.97374
Bangladesh,2009,122731159566.449
Bulgaria,2009,51579193177.2032
Bahrain,2009,26223377131.9619
"Bahamas, The",2009,10157636655.8148
Bosnia and Herzegovina,2009,17341498611.7695
Belarus,2009,61820512466.141
Belize,2009,1426937515.02326
Bermuda,2009,5552579615.57093
Bolivia,2009,20672217124.522
Brazil,2009,2296661550704.87
Barbados,2009,4559674767.20833
Brunei Darussalam,2009,14220755408.8742
Bhutan,2009,1710580806.57351
Botswana,2009,13560031674.6853
Central African Republic,2009,2230289068.40098
Canada,2009,1664319090674.2
Central Europe and the Baltics,2009,1354391262374.45
Switzerland,2009,593665305708.969
Chile,2009,231892203586.311
China,2009,6668544381952.81
Cote d'Ivoire,2009,23792757359.5639
Cameroon,2009,27223369236.2615
"Congo, Dem. Rep.",2009,23048292322.5045
"Congo, Rep.",2009,12418629883.7549
Colombia,2009,307168118234.167
Comoros,2009,944282560.395418
Cabo Verde,2009,1730365372.41875
Costa Rica,2009,38873813370.2401
Caribbean small states,2009,63994430475.9566
Cuba,2009,66130664082.0884
Cyprus,2009,25665390728.4768
Czech Republic,2009,211166468131.897
Germany,2009,3542160228939.6
Dominica,2009,492719819.666115
Denmark,2009,326299640740.922
Dominican Republic,2009,55674398434.0633
Algeria,2009,165869166838.539
East Asia & Pacific (excluding high income),2009,8535354433028.69
Early-demographic dividend,2009,8972038614341.4
East Asia & Pacific,2009,17716561748666.4
Europe & Central Asia (excluding high income),2009,3287100179363.05
Europe & Central Asia,2009,21436041189649.4
Ecuador,2009,75028081292.3641
"Egypt, Arab Rep.",2009,222750766478.596
Euro area,2009,12850721347195.6
Eritrea,2009,2300794306.42964
Spain,2009,1417318263210.38
Estonia,2009,20971721297.2151
Ethiopia,2009,33279878089.9327
European Union,2009,17300706203630.0
Fragile and conflict affected situations,2009,614422232481.282
Finland,2009,254170297403.145
Fiji,2009,3225464089.99005
France,2009,2700554065723.3
"Micronesia, Fed. Sts.",2009,306450200.926878
Gabon,2009,15376859682.3653
United Kingdom,2009,2493244223366.51
Georgia,2009,12478987824.7209
Ghana,2009,36694403090.8751
Guinea,2009,7238091620.52552
"Gambia, The",2009,910925126.164567
Guinea-Bissau,2009,917693960.144275
Equatorial Guinea,2009,17361846462.6899
Greece,2009,272022398082.022
Grenada,2009,776911332.002809
Greenland,2009,2490727405.27373
Guatemala,2009,43059051139.331
Guam,2009,4901017209.5882
Guyana,2009,2391348592.27862
High income,2009,46182425579548.3
"Hong Kong SAR, China",2009,239645864766.28
Honduras,2009,16332985421.7808
Heavily indebted poor countries (HIPC),2009,495481723518.679
Croatia,2009,59662318897.781
Haiti,2009,6988353381.20222
Hungary,2009,133092887526.219
IBRD only,2009,21189886704554.3
IDA & IBRD total,2009,22718657852593.0
IDA total,2009,1531800397696.86
IDA blend,2009,746395745869.194
Indonesia,2009,801681840622.493
IDA only,2009,779325785052.384
Isle of Man,2009,6038581242.27441
India,2009,1763439576430.73
Ireland,2009,222911706854.595
"Iran, Islamic Rep.",2009,499956057362.969
Iraq,2009,148969847232.097
Iceland,2009,13941164775.7719
Israel,2009,245345262030.369
Italy,2009,2137311819312.35
Jamaica,2009,13428092060.2385
Jordan,2009,27238310508.1367
Japan,2009,5693518985135.26
Kazakhstan,2009,159002852010.452
Kenya,2009,42443399231.1785
Kyrgyz Republic,2009,5079922899.93883
Cambodia,2009,12037055707.6797
Kiribati,2009,158610338.316338
St. Kitts and Nevis,2009,780463737.16372
"Korea, Rep.",2009,1134795395744.69
Kuwait,2009,126532100488.486
Latin America & Caribbean (excluding high income),2009,5120788258479.27
Lao PDR,2009,7700771122.88344
Lebanon,2009,38772202985.0746
Liberia,2009,2161851301.49241
Libya,2009,28357141373.22
St. Lucia,2009,1457121773.03259
Latin America & Caribbean,2009,5581960463097.94
Least developed countries: UN classification,2009,698152892235.792
Low income,2009,381249681782.119
Sri Lanka,2009,61493396998.1736
Lower middle income,2009,4684787033776.05
Low & middle income,2009,21916198695548.2
Lesotho,2009,2524596365.64495
Late-demographic dividend,2009,14408592260731.6
Lithuania,2009,39363759100.2663
Luxembourg,2009,54563666562.4044
Latvia,2009,25273331011.2335
"Macao SAR, China",2009,34218719001.2558
Morocco,2009,98106615021.8513
Monaco,2009,5741986754.96689
Moldova,2009,7380775144.91523
Madagascar,2009,8856903643.14915
Maldives,2009,2809898200.59291
Middle East & North Africa,2009,2870382114193.34
Mexico,2009,1096548640919.65
Marshall Islands,2009,166959486.461674
Middle income,2009,21531530966308.5
North Macedonia,2009,9627285730.14823
Mali,2009,11024767958.1827
Malta,2009,8857933425.09646
Myanmar,2009,52310879190.5434
Middle East & North Africa (excluding high income),2009,1370789861831.9
Montenegro,2009,4272823814.83923
Mongolia,2009,8432599135.69306
Northern Mariana Islands,2009,737538461.538462
Mozambique,2009,10876976988.9172
Mauritania,2009,4541846874.25548
Mauritius,2009,10411574171.7639
Malawi,2009,7297481087.69745
Malaysia,2009,268516966253.764
North America,2009,16894426474089.8
Namibia,2009,11856607186.6558
Niger,2009,5849222100.90347
Nigeria,2009,382646753549.615
Nicaragua,2009,9311876958.36283
Netherlands,2009,859686563415.02
Norway,2009,433301826113.332
Nepal,2009,16550239851.6396
Nauru,2009,54986824.2938019
New Zealand,2009,150005391746.251
OECD members,2009,45499319596271.1
Oman,2009,57992197659.2978
Other small states,2009,349526486136.415
Pakistan,2009,182282709027.43
Panama,2009,32771096567.8608
Peru,2009,156863376722.64
Philippines,2009,206895301780.44
Palau,2009,192713097.530363
Papua New Guinea,2009,14408526151.1887
Poland,2009,503370477232.779
Pre-demographic dividend,2009,1061109066063.5
Puerto Rico,2009,98028592583.2526
Portugal,2009,233949991367.372
Paraguay,2009,28372405343.9011
West Bank and Gaza,2009,10019539763.7367
Pacific island small states,2009,6679792145.19468
Post-demographic dividend,2009,43132572694132.0
Qatar,2009,141857635543.447
Romania,2009,169561579232.308
Russian Federation,2009,1590489364643.75
Rwanda,2009,6233308623.84522
South Asia,2009,2166941740879.38
Saudi Arabia,2009,581011322640.0
Sudan,2009,64342607849.351
Senegal,2009,16451547988.5701
Singapore,2009,254826893576.717
Solomon Islands,2009,771033398.842218
Sierra Leone,2009,2740829818.87435
El Salvador,2009,19151755722.8868
San Marino,2009,1937142142.66004
Serbia,2009,42671028381.5122
Sub-Saharan Africa (excluding high income),2009,1429593147332.48
South Sudan,2009,14997563965.1164
Sub-Saharan Africa,2009,1430639476188.12
Small states,2009,420188179792.233
Sao Tome and Principe,2009,206138479.594716
Suriname,2009,4623921715.74078
Slovak Republic,2009,92024135539.0658
Slovenia,2009,48325391228.4831
Sweden,2009,502008068128.804
Eswatini,2009,4538527974.08081
Seychelles,2009,1046438130.96225
Chad,2009,10666537555.594
East Asia & Pacific (IDA & IBRD countries),2009,8518801667914.83
Europe & Central Asia (IDA & IBRD countries),2009,3850132975493.61
Togo,2009,3645225926.05882
Thailand,2009,343970153353.698
Tajikistan,2009,6059735935.07541
Turkmenistan,2009,25902882088.9745
Latin America & the Caribbean (IDA & IBRD countries),2009,5385686611748.04
Timor-Leste,2009,4457158638.02565
Middle East & North Africa (IDA & IBRD countries),2009,1360731591094.51
Tonga,2009,379775900.641822
South Asia (IDA & IBRD),2009,2166941740879.38
Sub-Saharan Africa (IDA & IBRD countries),2009,1430639476188.12
Trinidad and Tobago,2009,22092725498.1464
Tunisia,2009,43206394578.7341
Turkey,2009,857687037778.006
Tuvalu,2009,34216631.2521355
Tanzania,2009,34470432850.5958
Uganda,2009,22082345211.1269
Ukraine,2009,143446998336.61
Upper middle income,2009,16846732908960.7
Uruguay,2009,42364020183.5261
United States,2009,15224554803800.0
Uzbekistan,2009,42590036994.5328
St. Vincent and the Grenadines,2009,678369231.792218
"Venezuela, RB",2009,409613739715.026
Virgin Islands (U.S.),2009,3985004715.8689
Vietnam,2009,123166241860.417
Vanuatu,2009,709376703.207254
World,2009,68093247039690.9
Samoa,2009,680205473.732144
Kosovo,2009,6111058327.7978
"Yemen, Rep.",2009,26976988196.3488
South Africa,2009,387675386764.664
Zambia,2009,21393258426.9663
Zimbabwe,2009,13750837257.6961
Aruba,2010,2439005748.52239
Afghanistan,2010,17954877146.6564
Angola,2010,94115810017.4361
Albania,2010,12403913643.3434
Andorra,2010,3148088242.81882
Arab World,2010,2332195557870.16
United Arab Emirates,2010,323766916269.571
Argentina,2010,444452545623.356
Armenia,2010,10393595649.8606
American Samoa,2010,552317180.61674
Antigua and Barbuda,2010,1168080135.6583
Australia,2010,1220175492942.96
Austria,2010,406091530301.534
Azerbaijan,2010,53217627468.0711
Burundi,2010,2208090293.90699
Belgium,2010,493399388894.948
Benin,2010,7522418417.64518
Burkina Faso,2010,10192906645.5417
Bangladesh,2010,130734992458.51
Bulgaria,2010,51595167185.5963
Bahrain,2010,27202099523.9053
"Bahamas, The",2010,10471171091.7508
Bosnia and Herzegovina,2010,17198998442.4731
Belarus,2010,62863508300.7594
Belize,2010,1468858265.53273
Bermuda,2010,5284137923.53055
Bolivia,2010,21731104864.155
Brazil,2010,2340784460891.31
Barbados,2010,4572494458.64524
Brunei Darussalam,2010,14350568390.1724
Bhutan,2010,1797336501.23336
Botswana,2010,14164289360.2583
Central African Republic,2010,2343002553.18241
Canada,2010,1693649023960.42
Central Europe and the Baltics,2010,1364454445657.9
Switzerland,2010,599637721742.463
Chile,2010,244225687257.03
China,2010,7192667129598.69
Cote d'Ivoire,2010,26340129902.5022
Cameroon,2010,28460199046.8585
"Congo, Dem. Rep.",2010,24681701508.3455
"Congo, Rep.",2010,12890534256.7459
Colombia,2010,319157056433.177
Comoros,2010,974502179.30529
Cabo Verde,2010,1749086511.67248
Costa Rica,2010,40738559066.7602
Caribbean small states,2010,64841653605.7295
Cuba,2010,68124437664.6088
Cyprus,2010,24926715231.7881
Czech Republic,2010,209477465212.781
Germany,2010,3559587403262.56
Dominica,2010,487502986.283718
Denmark,2010,327038708765.441
Dominican Republic,2010,57187276663.7945
Algeria,2010,171466867482.163
East Asia & Pacific (excluding high income),2010,9176286660556.66
Early-demographic dividend,2010,9351769416044.99
East Asia & Pacific,2010,18546476176314.9
Europe & Central Asia (excluding high income),2010,3408740773130.96
Europe & Central Asia,2010,21503458549249.1
Ecuador,2010,79261137178.2611
"Egypt, Arab Rep.",2010,227709643593.4
Euro area,2010,12740466715436.5
Spain,2010,1375822720570.93
Estonia,2010,21875027647.655
Ethiopia,2010,36157859258.9667
European Union,2010,17232169702771.8
Fragile and conflict affected situations,2010,689899504019.113
Finland,2010,250545347666.329
Fiji,2010,3270985505.31268
France,2010,2709010438795.09
"Micronesia, Fed. Sts.",2010,300353437.593833
Gabon,2010,16184310411.783
United Kingdom,2010,2529322974272.55
Georgia,2010,13271503113.9539
Ghana,2010,40104336693.384
Guinea,2010,7666363112.76057
"Gambia, The",2010,961934759.06352
Guinea-Bissau,2010,901976771.588471
Equatorial Guinea,2010,18805114508.9646
Greece,2010,252163419407.33
Grenada,2010,767936889.427134
Greenland,2010,2525452961.36271
Guatemala,2010,44337843556.4516
Guam,2010,5000301167.79348
Guyana,2010,2517523464.95492
High income,2010,46778194983691.8
"Hong Kong SAR, China",2010,243720509239.473
Honduras,2010,17007323389.8818
Heavily indebted poor countries (HIPC),2010,523802790654.726
Croatia,2010,58289702018.916
Haiti,2010,7189974041.57946
Hungary,2010,130921605718.041
IBRD only,2010,22255811599415.2
IDA & IBRD total,2010,23856232761689.5
IDA total,2010,1603357345436.53
IDA blend,2010,780339432862.031
Indonesia,2010,850023661688.382
IDA only,2010,816741677836.972
Isle of Man,2010,6231815842.0272
India,2010,1859659673960.25
Ireland,2010,223414851599.817
"Iran, Islamic Rep.",2010,462736543548.842
Iraq,2010,169730925971.545
Iceland,2010,14121903068.0319
Israel,2010,250537242559.792
Italy,2010,2077060704620.29
Jamaica,2010,13345520232.4441
Jordan,2010,27960444576.1101
Japan,2010,5778642194555.42
Kazakhstan,2010,166634988906.953
Kenya,2010,44380180300.2798
Kyrgyz Republic,2010,5069763054.13895
Cambodia,2010,12917367180.2477
Kiribati,2010,166086149.744381
St. Kitts and Nevis,2010,775346450.522551
"Korea, Rep.",2010,1160809420956.16
Kuwait,2010,134916608513.608
Latin America & Caribbean (excluding high income),2010,5258916134533.4
Lao PDR,2010,8318842593.38626
Lebanon,2010,39826865671.6418
Liberia,2010,2334665710.09338
Libya,2010,63275999127.2361
St. Lucia,2010,1452550377.18868
Latin America & Caribbean,2010,5737473151080.02
Least developed countries: UN classification,2010,732155684233.005
Low income,2010,393796951299.035
Sri Lanka,2010,67116705113.4529
Lower middle income,2010,4927393620194.75
Low & middle income,2010,23033156644372.7
Lesotho,2010,2676023467.8535
Late-demographic dividend,2010,15183655559139.3
Lithuania,2010,40870192057.6716
Luxembourg,2010,54371319074.1956
Latvia,2010,26293015995.5129
"Macao SAR, China",2010,37379638822.1848
Morocco,2010,101059586129.684
Monaco,2010,5798543046.35761
Moldova,2010,7337248194.47736
Madagascar,2010,9125047117.67409
Maldives,2010,2880634126.68671
Middle East & North Africa,2010,2981746964713.03
Mexico,2010,1136488480758.67
Marshall Islands,2010,172732723.052274
Middle income,2010,22634298946276.2
North Macedonia,2010,9583392749.46174
Mali,2010,10932581178.5301
Malta,2010,9095589158.3301
Myanmar,2010,56146663569.5951
Middle East & North Africa (excluding high income),2010,1409237871854.12
Montenegro,2010,4156441979.12349
Mongolia,2010,9471480157.75525
Northern Mariana Islands,2010,741503722.084367
Mozambique,2010,11659922005.0362
Mauritania,2010,4805050451.06554
Mauritius,2010,10775575127.9264
Malawi,2010,7435096950.09592
Malaysia,2010,283214119400.205
North America,2010,17265971306784.0
Namibia,2010,12456750940.0066
Niger,2010,6542344343.39466
Nigeria,2010,398832945309.319
Nicaragua,2010,9916789200.31374
Netherlands,2010,850828748549.33
Norway,2010,445094684704.26
Nepal,2010,17341538638.0319
Nauru,2010,60533098.6670049
New Zealand,2010,153344460017.662
OECD members,2010,46077713068264.3
Oman,2010,63404421326.3979
Other small states,2010,362319099730.737
Pakistan,2010,188675424552.08
Panama,2010,35975750623.1549
Peru,2010,166494356217.325
Philippines,2010,220723809025.295
Palau,2010,199645404.831355
Papua New Guinea,2010,15078295061.1831
Poland,2010,511464199250.489
Pre-demographic dividend,2010,1120972859440.56
Puerto Rico,2010,98057290562.043
Portugal,2010,224525885052.579
Paraguay,2010,28219616269.0248
West Bank and Gaza,2010,10649191265.7183
Pacific island small states,2010,6797319722.95202
Post-demographic dividend,2010,43620936264907.9
Qatar,2010,148506870584.197
Romania,2010,173083653020.655
Russian Federation,2010,1649338378591.74
Rwanda,2010,6783106460.66233
South Asia,2010,2286161182496.9
Saudi Arabia,2010,612452430240.0
Sudan,2010,64678192682.9882
Senegal,2010,17293438557.3175
Singapore,2010,266164946826.856
Solomon Islands,2010,806157010.33977
Sierra Leone,2010,3156936272.93448
El Salvador,2010,19690779480.6879
San Marino,2010,1790916459.71302
Serbia,2010,42380207344.4902
Sub-Saharan Africa (excluding high income),2010,1486858717803.41
South Sudan,2010,8086368185.54746
Sub-Saharan Africa,2010,1487918163535.45
Small states,2010,433940430644.367
Sao Tome and Principe,2010,212615300.844238
Suriname,2010,4748321396.2619
Slovak Republic,2010,93549112293.0531
Slovenia,2010,47035305257.5313
Sweden,2010,500509511890.872
Eswatini,2010,4752652120.81667
Seychelles,2010,1059631924.6483
Chad,2010,11614000868.1864
East Asia & Pacific (IDA & IBRD countries),2010,9158552139497.16
Europe & Central Asia (IDA & IBRD countries),2010,3978494674400.37
Togo,2010,3883751540.81378
Thailand,2010,368883177547.461
Tajikistan,2010,6513378385.26898
Turkmenistan,2010,28778101990.8921
Latin America & the Caribbean (IDA & IBRD countries),2010,5539178096970.73
Timor-Leste,2010,4681047168.86439
Middle East & North Africa (IDA & IBRD countries),2010,1398532633923.92
Tonga,2010,383157131.241085
South Asia (IDA & IBRD),2010,2286161182496.9
Sub-Saharan Africa (IDA & IBRD countries),2010,1487918163535.45
Trinidad and Tobago,2010,22378600710.5473
Tunisia,2010,44933645382.1434
Turkey,2010,898769734684.886
Tuvalu,2010,32904167.2222654
Tanzania,2010,36021655261.6077
Uganda,2010,22929745405.3621
Ukraine,2010,143789379505.015
Upper middle income,2010,17706894412899.3
Uruguay,2010,43862934925.0282
United States,2010,15567038144900.0
Uzbekistan,2010,46073796152.125
St. Vincent and the Grenadines,2010,687747146.512069
"Venezuela, RB",2010,432658432475.436
Virgin Islands (U.S.),2010,3386486677.67037
Vietnam,2010,129629226783.14
Vanuatu,2010,721824490.38557
World,2010,69804149260923.2
Samoa,2010,682940604.561806
Kosovo,2010,6287994767.67834
"Yemen, Rep.",2010,27622544882.6658
South Africa,2010,396256018578.931
Zambia,2010,23018636259.4067
Zimbabwe,2010,16042473245.9454
Aruba,2011,2541400876.22235
Afghanistan,2011,18960483969.8941
Angola,2011,98778862978.4373
Albania,2011,12528199360.3781
Andorra,2011,3159158337.77854
Arab World,2011,2406036401061.97
United Arab Emirates,2011,340127978216.474
Argentina,2011,455143068397.581
Armenia,2011,10736584306.306
American Samoa,2011,537092511.013216
Antigua and Barbuda,2011,1166866912.80811
Australia,2011,1252091897568.26
Austria,2011,406195100294.014
Azerbaijan,2011,56326959563.0229
Burundi,2011,2316820971.52452
Belgium,2011,494389453126.263
Benin,2011,8063258961.67978
Burkina Faso,2011,10783339866.97
Bangladesh,2011,138596885516.148
Bulgaria,2011,51850006768.6476
Bahrain,2011,28675502255.2549
"Bahamas, The",2011,10428194408.9434
Bosnia and Herzegovina,2011,17603352745.9877
Belarus,2011,63494325276.0969
Belize,2011,1481371977.7259
Bermuda,2011,5151445059.9242
Bolivia,2011,23207953294.4786
Brazil,2011,2411120883015.01
Barbados,2011,4572907997.07869
Brunei Darussalam,2011,14045471213.788
Bhutan,2011,1835844373.82886
Botswana,2011,15771004794.7832
Central African Republic,2011,1498644740.12625
Canada,2011,1733114006201.47
Central Europe and the Baltics,2011,1382707033683.54
Switzerland,2011,610743250749.216
Chile,2011,254104626803.816
China,2011,7751437767565.15
Cote d'Ivoire,2011,28681615020.9584
Cameroon,2011,29998263824.8652
"Congo, Dem. Rep.",2011,26775192727.1926
"Congo, Rep.",2011,13334059545.5669
Colombia,2011,333732543571.171
Comoros,2011,1018353551.59947
Cabo Verde,2011,1763128136.22015
Costa Rica,2011,41662928134.6668
Caribbean small states,2011,65632815598.4091
Cuba,2011,69996226459.6195
Cyprus,2011,23481139072.8477
Czech Republic,2011,208464283376.749
Germany,2011,3577014590829.77
Dominica,2011,484540468.319876
Denmark,2011,330091094980.063
Dominican Republic,2011,59975273688.4404
Algeria,2011,176212451150.234
East Asia & Pacific (excluding high income),2011,9837060248235.53
Early-demographic dividend,2011,9753756074632.17
East Asia & Pacific,2011,19427475810097.5
Europe & Central Asia (excluding high income),2011,3546305959484.81
Europe & Central Asia,2011,21695819998786.0
Ecuador,2011,83181798259.0618
"Egypt, Arab Rep.",2011,232686160554.957
Euro area,2011,12708848330466.3
Spain,2011,1352355243630.25
Estonia,2011,22298647061.5152
Ethiopia,2011,39984181569.4229
European Union,2011,17276458881285.9
Fragile and conflict affected situations,2011,716496363976.523
Finland,2011,248646122996.035
Fiji,2011,3425841168.87686
France,2011,2724623188696.84
"Micronesia, Fed. Sts.",2011,288764224.832153
Gabon,2011,17096894961.6772
United Kingdom,2011,2581081905285.73
Georgia,2011,13720978510.9129
Ghana,2011,43036976343.112
Guinea,2011,7968017943.82134
"Gambia, The",2011,1008001063.31398
Guinea-Bissau,2011,931344271.765525
Equatorial Guinea,2011,18027861797.9093
Greece,2011,243989731226.599
Grenada,2011,785994301.613538
Greenland,2011,2492665493.14557
Guatemala,2011,45977273275.7277
Guam,2011,5091562179.88117
Guyana,2011,2643413861.98497
High income,2011,47449944399550.7
"Hong Kong SAR, China",2011,251279540373.867
Honduras,2011,17482092985.4562
Heavily indebted poor countries (HIPC),2011,554043117897.364
Croatia,2011,58003063113.8596
Haiti,2011,7494401367.99123
Hungary,2011,133662635657.167
IBRD only,2011,23361216687904.3
IDA & IBRD total,2011,25056286091776.7
IDA total,2011,1698859767199.01
IDA blend,2011,825842620439.058
Indonesia,2011,897261717986.537
IDA only,2011,866458675577.343
Isle of Man,2011,6512247554.91843
India,2011,1978419519434.88
Ireland,2011,226434602667.606
"Iran, Islamic Rep.",2011,461838494677.118
Iraq,2011,182630476345.383
Iceland,2011,14705681513.3646
Israel,2011,260920947050.997
Italy,2011,2041165755679.07
Jamaica,2011,13412757292.2195
Jordan,2011,28751380350.5268
Japan,2011,5894230516025.46
Kazakhstan,2011,176633088241.371
Kenya,2011,46989149335.0829
Kyrgyz Republic,2011,5622367227.0401
Cambodia,2011,13867654629.7499
Kiribati,2011,173086305.455313
St. Kitts and Nevis,2011,817726685.982988
"Korea, Rep.",2011,1194428840692.66
Kuwait,2011,136466852756.455
Latin America & Caribbean (excluding high income),2011,5402510930636.27
Lao PDR,2011,8986537875.29121
Lebanon,2011,40869995356.5506
Liberia,2011,2537875668.74673
Libya,2011,54670463262.268
St. Lucia,2011,1423560352.92799
Latin America & Caribbean,2011,5895826477205.45
Least developed countries: UN classification,2011,774239562680.744
Low income,2011,417897836639.316
Sri Lanka,2011,69395808982.4834
Lower middle income,2011,5205331324932.12
Low & middle income,2011,24214467962471.5
Lesotho,2011,2725363033.1969
Late-demographic dividend,2011,15974762106214.5
Lithuania,2011,42300068778.4613
Luxembourg,2011,56358248456.4083
Latvia,2011,26931897162.4272
"Macao SAR, China",2011,41566183742.2012
Morocco,2011,105643067055.469
Monaco,2011,6353509933.77483
Moldova,2011,8000819054.66605
Madagascar,2011,9330835548.94675
Maldives,2011,3090375228.51505
Middle East & North Africa,2011,3061923061743.1
Mexico,2011,1151877579920.19
Marshall Islands,2011,177673015.764298
Middle income,2011,23792082749958.1
North Macedonia,2011,9863680783.27402
Mali,2011,11184422457.8225
Malta,2011,9508529366.62612
Myanmar,2011,60877582017.3893
Middle East & North Africa (excluding high income),2011,1432669373408.78
Montenegro,2011,4303954683.46629
Mongolia,2011,10574804943.2739
Northern Mariana Islands,2011,759347394.540943
Mozambique,2011,12492636711.0012
Mauritania,2011,5097690455.75593
Mauritius,2011,11137678211.6388
Malawi,2011,7821721991.37864
Malaysia,2011,296507404302.878
North America,2011,17592061059061.4
Namibia,2011,13156162589.0949
Niger,2011,6887022187.41487
Nigeria,2011,425440428748.22
Nicaragua,2011,10405398732.2837
Netherlands,2011,849721180188.272
Norway,2011,449743204980.008
Nepal,2011,18057549555.5864
Nauru,2011,81244487.7891646
New Zealand,2011,157293671796.97
OECD members,2011,46756586259135.8
Oman,2011,66176853055.9168
Other small states,2011,373237585442.166
Pakistan,2011,196970457770.58
Panama,2011,38459254746.2699
Peru,2011,176238468734.981
Philippines,2011,236315792450.895
Palau,2011,195444962.626798
Papua New Guinea,2011,15655783399.2449
Poland,2011,518583225549.696
Pre-demographic dividend,2011,1187814652807.34
Puerto Rico,2011,97756424655.3687
Portugal,2011,221988392688.779
Paraguay,2011,30595001137.8313
West Bank and Gaza,2011,10885328824.3241
Pacific island small states,2011,6983921996.20021
Post-demographic dividend,2011,44202471256619.2
Qatar,2011,155056431405.283
Romania,2011,179166767670.468
Russian Federation,2011,1679026471718.38
Rwanda,2011,7102831623.63685
South Asia,2011,2425326924831.91
Saudi Arabia,2011,628984081386.667
Sudan,2011,67520612416.9246
Senegal,2011,17781477663.7303
Singapore,2011,278980908891.082
Solomon Islands,2011,830485615.190125
Sierra Leone,2011,3810919876.16826
El Salvador,2011,20130993997.5712
San Marino,2011,1736604063.18985
Serbia,2011,43606111700.1234
Sub-Saharan Africa (excluding high income),2011,1561480407242.91
South Sudan,2011,9148086587.35648
Sub-Saharan Africa,2011,1562603639836.18
Small states,2011,445832759281.413
Sao Tome and Principe,2011,222852290.413719
Suriname,2011,4887610613.83381
Slovak Republic,2011,94943598803.0619
Slovenia,2011,46502839741.4843
Sweden,2011,506707568417.218
Eswatini,2011,5057821995.48748
Seychelles,2011,1123401387.93196
Chad,2011,12275999075.9554
East Asia & Pacific (IDA & IBRD countries),2011,9818085104921.96
Europe & Central Asia (IDA & IBRD countries),2011,4122892248148.37
Togo,2011,4121139759.27445
Thailand,2011,378796469984.955
Tajikistan,2011,6995373678.32111
Turkmenistan,2011,31713468423.1438
Latin America & the Caribbean (IDA & IBRD countries),2011,5695787790815.68
Timor-Leste,2011,4162095988.52891
Middle East & North Africa (IDA & IBRD countries),2011,1421724316030.18
Tonga,2011,371200315.78862
South Asia (IDA & IBRD),2011,2425326924831.91
